sentence,tokens,bio_tags
I want a {difficulty: easy} route to {end_location: tel hazor} {loca_end_num: 51}.,"I, want, a, easy, route, to, tel, hazor, 51, .","O, O, O, B-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num, O"
"Building endurance, show me a {difficulty: slightly challenging} {route_length: medium-length} route starting {start_location: weizmann} {loca_start_num: 1}","Building, endurance,, show, me, a, slightly, challenging, medium-length, route, starting, weizmann, 1","O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, O, O, B-start_location, B-loca_start_num"
{difficulty: easy} {route_length: 2 kilometers} from {start_location: innovation street} {loca_start_num: 48} to {end_location: tzipori} {loca_end_num: 95},"easy, 2, kilometers, from, innovation, street, 48, to, tzipori, 95","B-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
I need a route ending at {end_location: french hill street} {loca_end_num: 96} that covers {route_length: 12.0 km}.,"I, need, a, route, ending, at, french, hill, street, 96, that, covers, 12.0, km, .","O, O, O, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
Show me the local running spots,"Show, me, the, local, running, spots","O, O, O, O, O, O"
Got an hour to kill - what's a good {route_length: 20.0 kilometers} route near {start_location: geula} {loca_start_num: 27}?,"Got, an, hour, to, kill, -, what's, a, good, 20.0, kilometers, route, near, geula, 27, ?","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O"
experienced runner looking for {difficulty: moderate effort} route about {route_length: 11.5 km},"experienced, runner, looking, for, moderate, effort, route, about, 11.5, km","O, O, O, O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length"
elderly runner here want {difficulty: hard} track {route_length: 3.0 km} start {start_location: hazayit street} {loca_start_num: 40} end {end_location: shalom} {loca_end_num: 43},"elderly, runner, here, want, hard, track, 3.0, km, start, hazayit, street, 40, end, shalom, 43","O, O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Looking to knock out a {difficulty: easy} {route_length: 500 meters} run starting near {start_location: hatzvi street} {loca_start_num: 41},"Looking, to, knock, out, a, easy, 500, meters, run, starting, near, hatzvi, street, 41","O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Can you create a {difficulty: moderate effort} run to {end_location: chaim weizmann} {loca_end_num: 55}?,"Can, you, create, a, moderate, effort, run, to, chaim, weizmann, 55, ?","O, O, O, O, B-difficulty, I-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num, O"
{route_length: 17.0 km} {difficulty: slightly challenging} track starting {start_location: kaplan street} {loca_start_num: 25},"17.0, km, slightly, challenging, track, starting, kaplan, street, 25","B-route_length, I-route_length, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num"
It's hot today - got any shaded {route_length: 19 km} routes from {start_location: hadassah street} {loca_start_num: 55}?,"It's, hot, today, -, got, any, shaded, 19, km, routes, from, hadassah, street, 55, ?","O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
running track near {start_location: mordechai zeira},"running, track, near, mordechai, zeira","O, O, O, B-start_location, I-start_location"
"Running with my dog, need a {route_length: 1.5 kilometers} route near {start_location: morocco} {loca_start_num: 3}","Running, with, my, dog,, need, a, 1.5, kilometers, route, near, morocco, 3","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
{route_length: 5.0 km} to {end_location: theodor herzl} {loca_end_num: 73} please,"5.0, km, to, theodor, herzl, 73, please","B-route_length, I-route_length, O, B-end_location, I-end_location, B-loca_end_num, O"
Generate a {difficulty: very easy} run that is {route_length: 15 kilometers}.,"Generate, a, very, easy, run, that, is, 15, kilometers, .","O, O, B-difficulty, I-difficulty, O, O, O, B-route_length, I-route_length, O"
It's hot today - got any shaded {route_length: 14.0 kilometers} routes from {start_location: tchernichovsky street} {loca_start_num: 60}?,"It's, hot, today, -, got, any, shaded, 14.0, kilometers, routes, from, tchernichovsky, street, 60, ?","O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
{difficulty: very easy} run ending at {end_location: this place},"very, easy, run, ending, at, this, place","B-difficulty, I-difficulty, O, O, O, B-end_location, I-end_location"
Can anyone recommend a good running path for a tourist? Staying in a hotel on {start_location: rambam street} and want to explore the city,"Can, anyone, recommend, a, good, running, path, for, a, tourist?, Staying, in, a, hotel, on, rambam, street, and, want, to, explore, the, city","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, O, O, O, O, O, O"
What's a good running path nearby?,"What's, a, good, running, path, nearby?","O, O, O, O, O, O"
help me find running route,"help, me, find, running, route","O, O, O, O, O"
recommend safe running route,"recommend, safe, running, route","O, O, O, O"
run starting {start_location: chava alberstein street} {loca_start_num: 7},"run, starting, chava, alberstein, street, 7","O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"first time runner here, any suggestions?","first, time, runner, here,, any, suggestions?","O, O, O, O, O, O"
"Need a route that includes {end_location: hapalmach} {loca_end_num: 91}, around {route_length: 6.0 km}","Need, a, route, that, includes, hapalmach, 91, ,, around, 6.0, km","O, O, O, O, O, B-end_location, B-loca_end_num, O, O, B-route_length, I-route_length"
first time runner here need {difficulty: not hard} track {route_length: 19 kilometers} from {start_location: rashi} {loca_start_num: 17} 2 {end_location: arava street} {loca_end_num: 23},"first, time, runner, here, need, not, hard, track, 19, kilometers, from, rashi, 17, 2, arava, street, 23","O, O, O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Help me plan my {route_length: 15.0 km} run from {start_location: gaza street} {loca_start_num: 98}?,"Help, me, plan, my, 15.0, km, run, from, gaza, street, 98, ?","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
can u plan my morning jog?,"can, u, plan, my, morning, jog?","O, O, O, O, O, O"
Please suggest a route from {start_location: marcus reiner street} {loca_start_num: 14} to {end_location: tel aviv} {loca_end_num: 57}.,"Please, suggest, a, route, from, marcus, reiner, street, 14, to, tel, aviv, 57, .","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O"
{start_location: nachlaot street} {loca_start_num: 78} to {end_location: moshe dayan road} {loca_end_num: 93},"nachlaot, street, 78, to, moshe, dayan, road, 93","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Running with my dog from {start_location: solar energy} {loca_start_num: 54},"Running, with, my, dog, from, solar, energy, 54","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
can you recommend nice running spots?,"can, you, recommend, nice, running, spots?","O, O, O, O, O, O"
Can you suggest a {difficulty: flat and easy} run that spans {route_length: 15 km}?,"Can, you, suggest, a, flat, and, easy, run, that, spans, 15, km, ?","O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, O, B-route_length, I-route_length, O"
"Crew run day, need a {route_length: 250 meters} route with photo ops near {start_location: hadekel} {loca_start_num: 40}","Crew, run, day,, need, a, 250, meters, route, with, photo, ops, near, hadekel, 40","O, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, B-start_location, B-loca_start_num"
{difficulty: extreme difficulty} run ending at {end_location: israel prize},"extreme, difficulty, run, ending, at, israel, prize","B-difficulty, I-difficulty, O, O, O, B-end_location, I-end_location"
"Looking for an after-work route, maybe {route_length: very long} from {start_location: leah goldberg street} {loca_start_num: 19}","Looking, for, an, after-work, route,, maybe, very, long, from, leah, goldberg, street, 19","O, O, O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
{difficulty: not hard} route to {end_location: safed street} {loca_end_num: 86},"not, hard, route, to, safed, street, 86","B-difficulty, I-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num"
Need help planning tomorrow's run - something that starts from {start_location: marcus reiner} {loca_start_num: 26} and is about {route_length: 5.5 kilometers} with some interesting neighborhoods along the way,"Need, help, planning, tomorrow's, run, -, something, that, starts, from, marcus, reiner, 26, and, is, about, 5.5, kilometers, with, some, interesting, neighborhoods, along, the, way","O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-route_length, I-route_length, O, O, O, O, O, O, O"
{route_length: short} {difficulty: very easy} track starting {start_location: yigael yadin street} {loca_start_num: 97},"short, very, easy, track, starting, yigael, yadin, street, 97","B-route_length, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Coach says {route_length: 16 kilometers} {difficulty: very hard} run, got anything from {start_location: bialik street} {loca_start_num: 23}?","Coach, says, 16, kilometers, very, hard, run,, got, anything, from, bialik, street, 23, ?","O, O, B-route_length, I-route_length, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Group run starting at {start_location: carmel} {loca_start_num: 46},"Group, run, starting, at, carmel, 46","O, O, O, O, B-start_location, B-loca_start_num"
Need a {difficulty: slightly challenging} path that starts from {start_location: eliyahu hanavi street} {loca_start_num: 54},"Need, a, slightly, challenging, path, that, starts, from, eliyahu, hanavi, street, 54","O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
looking for {difficulty: challenging} path about {route_length: 7.0 km},"looking, for, challenging, path, about, 7.0, km","O, O, B-difficulty, O, O, B-route_length, I-route_length"
{start_location: technion} to {end_location: mordechai anielewicz} run,"technion, to, mordechai, anielewicz, run","B-start_location, O, B-end_location, I-end_location, O"
where do people usually run here?,"where, do, people, usually, run, here?","O, O, O, O, O, O"
{difficulty: very hard} running track please,"very, hard, running, track, please","B-difficulty, I-difficulty, O, O, O"
"Late night run, need a safe {route_length: 5-10 km} route from {start_location: ha-nevi'im} {loca_start_num: 22}","Late, night, run,, need, a, safe, 5-10, km, route, from, ha-nevi'im, 22","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
older person need {difficulty: easy} path {route_length: 14.5 km} start {start_location: chaim topol street} {loca_start_num: 44} finish {end_location: kibbutz street} {loca_end_num: 36},"older, person, need, easy, path, 14.5, km, start, chaim, topol, street, 44, finish, kibbutz, street, 36","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
{start_location: ein gedi street} {loca_start_num: 30} run,"ein, gedi, street, 30, run","B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
want {difficulty: easy} track about {route_length: 17 kilometers},"want, easy, track, about, 17, kilometers","O, B-difficulty, O, O, B-route_length, I-route_length"
"At the office today, need a {route_length: 9.0 kilometers} lunch route from {start_location: yissachar street} {loca_start_num: 8}","At, the, office, today,, need, a, 9.0, kilometers, lunch, route, from, yissachar, street, 8","O, O, O, O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Prepping for race day from {start_location: moshav street} {loca_start_num: 33},"Prepping, for, race, day, from, moshav, street, 33","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
"Building up mileage, need a {difficulty: intense} {route_length: 19 km} route near {start_location: hataasiya} {loca_start_num: 10}","Building, up, mileage,, need, a, intense, 19, km, route, near, hataasiya, 10","O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
"Looking for a busy route for my evening run, about {route_length: 6.0 kilometers}","Looking, for, a, busy, route, for, my, evening, run,, about, 6.0, kilometers","O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length"
Got any good routes nearby?,"Got, any, good, routes, nearby?","O, O, O, O, O"
"Create an {difficulty: flat and easy} run from {start_location: bethlehem road} {loca_start_num: 8} to {end_location: hatzanhanim} {loca_end_num: 68}, which is {route_length: 13.0 km}.","Create, an, flat, and, easy, run, from, bethlehem, road, 8, to, hatzanhanim, 68, ,, which, is, 13.0, km, .","O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, O, B-route_length, I-route_length, O"
need route for tomorrow morning run,"need, route, for, tomorrow, morning, run","O, O, O, O, O, O"
can you suggest good running path?,"can, you, suggest, good, running, path?","O, O, O, O, O, O"
senior runner want {difficulty: intense} path {route_length: 13.0 kilometers} start {start_location: caesarea street} {loca_start_num: 68} finish {end_location: begin road} {loca_end_num: 35},"senior, runner, want, intense, path, 13.0, kilometers, start, caesarea, street, 68, finish, begin, road, 35","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
new to running need advice,"new, to, running, need, advice","O, O, O, O, O"
Got an hour to kill - what's a good {route_length: 450 meters} route near {start_location: jaffa road} {loca_start_num: 37}?,"Got, an, hour, to, kill, -, what's, a, good, 450, meters, route, near, jaffa, road, 37, ?","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
"I want to run {route_length: 7 kilometers} starting at {start_location: hillel} {loca_start_num: 93} and ending at {end_location: keren hayesod street} {loca_end_num: 6}, with {difficulty: challenging} difficulty.","I, want, to, run, 7, kilometers, starting, at, hillel, 93, and, ending, at, keren, hayesod, street, 6, ,, with, challenging, difficulty.","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, B-difficulty, O"
first time in tel aviv want to go running,"first, time, in, tel, aviv, want, to, go, running","O, O, O, O, O, O, O, O, O"
need {route_length: 14 km} track,"need, 14, km, track","O, B-route_length, I-route_length, O"
planning 5k where should i go,"planning, 5k, where, should, i, go","O, O, O, O, O, O"
Speed work route needed - {difficulty: moderate effort} {route_length: 8.5 km} with good straightaways,"Speed, work, route, needed, -, moderate, effort, 8.5, km, with, good, straightaways","O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, O"
"{start_location: bialik} {loca_start_num: 50} to {end_location: hasycamore street} {loca_end_num: 89}, {route_length: 8 km} {difficulty: intense}","bialik, 50, to, hasycamore, street, 89, ,, 8, km, intense","B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length, B-difficulty"
tourist here want {difficulty: easy} route {route_length: 17.5 km} begin {start_location: rashi} {loca_start_num: 49} end {end_location: sukkot} {loca_end_num: 33},"tourist, here, want, easy, route, 17.5, km, begin, rashi, 49, end, sukkot, 33","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
{start_location: drip irrigation} {loca_start_num: 76} to {end_location: haim laskov street},"drip, irrigation, 76, to, haim, laskov, street","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location"
"{start_location: hannah zemer street} {loca_start_num: 99} to {end_location: arthur ruppin} {loca_end_num: 100}, {difficulty: flat and easy} please","hannah, zemer, street, 99, to, arthur, ruppin, 100, ,, flat, and, easy, please","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty, I-difficulty, O"
Need a recovery route around {route_length: 16 km} near {start_location: baba sali street} {loca_start_num: 92},"Need, a, recovery, route, around, 16, km, near, baba, sali, street, 92","O, O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
where do locals run?,"where, do, locals, run?","O, O, O, O"
need {route_length: 8.0 kilometers} path near the water,"need, 8.0, kilometers, path, near, the, water","O, B-route_length, I-route_length, O, O, O, O"
gimme a {difficulty: hard} route {route_length: 14 kilometers},"gimme, a, hard, route, 14, kilometers","O, O, B-difficulty, O, B-route_length, I-route_length"
"Sunrise run route needed near {start_location: amos street} {loca_start_num: 57}, about {route_length: 2 km}","Sunrise, run, route, needed, near, amos, street, 57, ,, about, 2, km","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, B-route_length, I-route_length"
Could you suggest a nice evening running path that starts from {start_location: eilat} {loca_start_num: 75} and isn't too strenuous?,"Could, you, suggest, a, nice, evening, running, path, that, starts, from, eilat, 75, and, isn't, too, strenuous?","O, O, O, O, O, O, O, O, O, O, O, B-start_location, B-loca_start_num, O, O, O, O"
good places to run around here?,"good, places, to, run, around, here?","O, O, O, O, O, O"
running track near {start_location: gaza},"running, track, near, gaza","O, O, O, B-start_location"
{route_length: under 1 km} {difficulty: slightly challenging} route from {start_location: yad harutzim} {loca_start_num: 22} to {end_location: ofra haza} {loca_end_num: 63},"under, 1, km, slightly, challenging, route, from, yad, harutzim, 22, to, ofra, haza, 63","B-route_length, I-route_length, I-route_length, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
plan {route_length: 10-15 km} route ending at {end_location: arthur ruppin street} {loca_end_num: 22},"plan, 10-15, km, route, ending, at, arthur, ruppin, street, 22","O, B-route_length, I-route_length, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"Coach says {route_length: 14 kilometers} {difficulty: moderate effort} run, got anything from {start_location: ofra haza} {loca_start_num: 96}?","Coach, says, 14, kilometers, moderate, effort, run,, got, anything, from, ofra, haza, 96, ?","O, O, B-route_length, I-route_length, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
{route_length: 12.0 km} {difficulty: very easy} track needed,"12.0, km, very, easy, track, needed","B-route_length, I-route_length, B-difficulty, I-difficulty, O, O"
newbie here want {difficulty: very easy} route {route_length: 500 meters} start {start_location: bedouin path street} {loca_start_num: 96} end {end_location: naomi shemer} {loca_end_num: 87},"newbie, here, want, very, easy, route, 500, meters, start, bedouin, path, street, 96, end, naomi, shemer, 87","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
"Looking for a route with coffee shops along the way, around {route_length: long distance}","Looking, for, a, route, with, coffee, shops, along, the, way,, around, long, distance","O, O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length"
{start_location: crusader} {loca_start_num: 44} to {end_location: kibbutz} {loca_end_num: 100},"crusader, 44, to, kibbutz, 100","B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
experienced marathoner seeking {difficulty: moderate effort} route {route_length: 15-20 km} beginning {start_location: golan} {loca_start_num: 29} finishing {end_location: miriam haneviah street} {loca_end_num: 69},"experienced, marathoner, seeking, moderate, effort, route, 15-20, km, beginning, golan, 29, finishing, miriam, haneviah, street, 69","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
I need a {route_length: 11.0 kilometers} route from {start_location: rabbi akiva street} {loca_start_num: 66},"I, need, a, 11.0, kilometers, route, from, rabbi, akiva, street, 66","O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
What's a good running path nearby?,"What's, a, good, running, path, nearby?","O, O, O, O, O, O"
Planning a social run - need a {difficulty: intense} {route_length: 12.0 km} route with good stopping points,"Planning, a, social, run, -, need, a, intense, 12.0, km, route, with, good, stopping, points","O, O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, O, O, O"
Group run starting at {start_location: hacarmel street} {loca_start_num: 97},"Group, run, starting, at, hacarmel, street, 97","O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
xperienced runner want {difficulty: hard} path {route_length: 2 km} start {start_location: light rail} {loca_start_num: 38} finish {end_location: ancient harbor street} {loca_end_num: 89},"xperienced, runner, want, hard, path, 2, km, start, light, rail, 38, finish, ancient, harbor, street, 89","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"Running with my dog, need a {route_length: 19 km} route near {start_location: yefet} {loca_start_num: 3}","Running, with, my, dog,, need, a, 19, km, route, near, yefet, 3","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
Running with my dog from {start_location: jaffa road} {loca_start_num: 68},"Running, with, my, dog, from, jaffa, road, 68","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
"Beach run vibes today, got a {route_length: 6 kilometers} route near {start_location: silicon wadi} {loca_start_num: 23}?","Beach, run, vibes, today,, got, a, 6, kilometers, route, near, silicon, wadi, 23, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
start at {start_location: reuven rubin street} {loca_start_num: 93},"start, at, reuven, rubin, street, 93","O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
First time running in this area,"First, time, running, in, this, area","O, O, O, O, O, O"
where should i run today?,"where, should, i, run, today?","O, O, O, O, O"
looking for {difficulty: slightly challenging} route {route_length: 19.0 km},"looking, for, slightly, challenging, route, 19.0, km","O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length"
make me {route_length: 19.0 km} path please,"make, me, 19.0, km, path, please","O, O, B-route_length, I-route_length, O, O"
Best running spots around {start_location: yemen street} {loca_start_num: 64}?,"Best, running, spots, around, yemen, street, 64, ?","O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
"Time trial day, need a flat {route_length: 9.0 km} route from {start_location: revival} {loca_start_num: 67}","Time, trial, day,, need, a, flat, 9.0, km, route, from, revival, 67","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
make me route plz {difficulty: difficult but rewarding} like {route_length: 300 meters} from {start_location: asher street} {loca_start_num: 80} until {end_location: shmuel hanavi street} {loca_end_num: 84},"make, me, route, plz, difficult, but, rewarding, like, 300, meters, from, asher, street, 80, until, shmuel, hanavi, street, 84","O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Running after work from {start_location: ofra haza} {loca_start_num: 10},"Running, after, work, from, ofra, haza, 10","O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
"{route_length: 13.0 kilometers} from {start_location: jordan valley} {loca_start_num: 45} to {end_location: haalon street} {loca_end_num: 20}, {difficulty: moderate effort}","13.0, kilometers, from, jordan, valley, 45, to, haalon, street, 20, ,, moderate, effort","B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty"
I want a {difficulty: not hard} route that goes from {start_location: red sea street} {loca_start_num: 65} to {end_location: desert spring street} {loca_end_num: 37} and spans {route_length: quick run}.,"I, want, a, not, hard, route, that, goes, from, red, sea, street, 65, to, desert, spring, street, 37, and, spans, quick, run, .","O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
good running spots in the city?,"good, running, spots, in, the, city?","O, O, O, O, O, O"
Need a pre work route around {route_length: 300 meters} starting at {start_location: alice miller street} {loca_start_num: 94},"Need, a, pre, work, route, around, 300, meters, starting, at, alice, miller, street, 94","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
staying near {start_location: daniel street} need running route,"staying, near, daniel, street, need, running, route","O, O, B-start_location, I-start_location, O, O, O"
from my place on {start_location: sderot levi eshkol} to the park,"from, my, place, on, sderot, levi, eshkol, to, the, park","O, O, O, O, B-start_location, I-start_location, I-start_location, O, O, O"
need running path suggestion,"need, running, path, suggestion","O, O, O, O"
simple running path please,"simple, running, path, please","O, O, O, O"
need running recommendations near the beach,"need, running, recommendations, near, the, beach","O, O, O, O, O, O"
Morning run starting at {start_location: cafe roval} {loca_start_num: 82},"Morning, run, starting, at, cafe, roval, 82","O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
im new here where should i run?,"im, new, here, where, should, i, run?","O, O, O, O, O, O, O"
simple running path please,"simple, running, path, please","O, O, O, O"
"Post race recovery run, something easy near {start_location: schocken street} {loca_start_num: 76}","Post, race, recovery, run,, something, easy, near, schocken, street, 76","O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
"Beach run vibes today, got a {route_length: 11.5 km} route near {start_location: firewall} {loca_start_num: 90}?","Beach, run, vibes, today,, got, a, 11.5, km, route, near, firewall, 90, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O"
"{difficulty: easy} path from {start_location: hakurkum street} {loca_start_num: 80} to {end_location: daniel kahneman} {loca_end_num: 79}, {route_length: 15.5 km}","easy, path, from, hakurkum, street, 80, to, daniel, kahneman, 79, ,, 15.5, km","B-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length"
newbie here want {difficulty: extreme difficulty} route {route_length: 5 kilometers} start {start_location: even gvirol street} {loca_start_num: 53} end {end_location: theodor herzl street} {loca_end_num: 73},"newbie, here, want, extreme, difficulty, route, 5, kilometers, start, even, gvirol, street, 53, end, theodor, herzl, street, 73","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"from {start_location: moshav} {loca_start_num: 3} to {end_location: hebron road} {loca_end_num: 17}, make it {difficulty: medium}","from, moshav, 3, to, hebron, road, 17, ,, make, it, medium","O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, B-difficulty"
recommend running route please,"recommend, running, route, please","O, O, O, O"
{route_length: 8.0 km} {difficulty: intense} run from {start_location: strauss street} please,"8.0, km, intense, run, from, strauss, street, please","B-route_length, I-route_length, B-difficulty, O, O, B-start_location, I-start_location, O"
"Running with newbies, need an easy {route_length: very long} loop from {start_location: abba kovner street} {loca_start_num: 30}","Running, with, newbies,, need, an, easy, very, long, loop, from, abba, kovner, street, 30","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
advanced athlete want {difficulty: moderate effort} route {route_length: 11.0 km} from {start_location: basel} {loca_start_num: 16} to {end_location: kovshei katamon street} {loca_end_num: 86},"advanced, athlete, want, moderate, effort, route, 11.0, km, from, basel, 16, to, kovshei, katamon, street, 86","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
{route_length: 11.5 km} to {end_location: dvir},"11.5, km, to, dvir","B-route_length, I-route_length, O, B-end_location"
need {difficulty: medium} track starting from {start_location: hadekel street} {loca_start_num: 15},"need, medium, track, starting, from, hadekel, street, 15","O, B-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Got any decent {route_length: 12 kilometers} loops starting from {start_location: khan theater} {loca_start_num: 14}?,"Got, any, decent, 12, kilometers, loops, starting, from, khan, theater, 14, ?","O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
running route recommendations?,"running, route, recommendations?","O, O, O"
make me {difficulty: intense} route please,"make, me, intense, route, please","O, O, B-difficulty, O, O"
